Sample_ID,Cover_ID,Substrate_Name,Calculated_S1,Calculated_S2,Calculated_S3,Calculated_S4,New_Average
10315331,61657,Nutrient Indicator Algae,0,0,0,0,0
10315332,47311,Hard Coral,60,80,40,72.5,63.125
10315332,61669,Fleshy Seaweed,7.5,5,0,2.5,3.75
10315333,47305,Hard Coral,50,72.5,55,65,60.625
10315333,61663,Fleshy Seaweed,5,0,0,0,1.25
10315334,47309,Hard Coral,77.5,75,65,50,66.875
10315334,61667,Nutrient Indicator Algae,0,0,0,0,0
10315335,47304,Hard Coral,57.5,57.5,47.5,57.5,55
10315335,61662,Fleshy Seaweed,0,0,0,0,0
10315336,47302,Hard Coral,65,75,47.5,62.5,62.5
10315336,61660,Fleshy Seaweed,7.5,0,0,0,1.875
10315337,47306,Hard Coral,67.5,67.5,72.5,55,65.625
10315337,61664,Nutrient Indicator Algae,0,0,0,0,0
10315338,47310,Hard Coral,72.5,57.5,70,62.5,65.625
10315338,61668,Nutrient Indicator Algae,0,0,0,0,0
10315339,47303,Hard Coral,77.5,70,72.5,57.5,69.375
10315339,61661,Nutrient Indicator Algae,0,0,0,0,0
10315340,47308,Hard Coral,72.5,72.5,75,75,73.75
10315340,61665,Nutrient Indicator Algae,0,0,0,0,0
10315341,47307,Hard Coral,72.5,72.5,67.5,60,68.125
10315341,61666,Nutrient Indicator Algae,0,0,0,0,0
10315342,47315,Hard Coral,45,55,50,50,50
10315342,61675,Fleshy Seaweed,0,0,0,0,0
10315343,47318,Hard Coral,52.5,37.5,40,45,43.75
10315343,61676,Fleshy Seaweed,12.5,7.5,7.5,17.5,11.25
10315344,47312,Hard Coral,40,40,37.5,37.5,38.75
10315344,61670,Fleshy Seaweed,5,2.5,2.5,2.5,3.125
10315345,47317,Hard Coral,65,42.5,57.5,57.5,55.625
10315345,61674,Nutrient Indicator Algae,0,0,0,0,0
10315346,47319,Hard Coral,40,42.5,50,32.5,41.25
10315346,61677,Nutrient Indicator Algae,0,0,0,0,0
10315347,47316,Hard Coral,37.5,45,52.5,40,43.75
10315347,61672,Nutrient Indicator Algae,0,0,0,0,0
10315348,47313,Hard Coral,52.5,42.5,45,45,46.25
10315348,61673,Nutrient Indicator Algae,0,0,0,0,0
10315349,47314,Hard Coral,50,50,52.5,45,49.375
10315349,61671,Fleshy Seaweed,17.5,12.5,7.5,10,11.875
10315350,47320,Hard Coral,52.5,32.5,25,55,41.25
10315350,61678,Nutrient Indicator Algae,0,0,0,0,0
10315351,47323,Hard Coral,62.5,65,72.5,45,61.25
10315351,61681,Fleshy Seaweed,25,2.5,7.5,5,10
10315352,47321,Hard Coral,50,55,42.5,22.5,42.5
10315352,61679,Nutrient Indicator Algae,0,0,0,5,1.25
10315353,47322,Hard Coral,42.5,55,65,17.5,45
10315353,61680,Nutrient Indicator Algae,0,0,0,0,0
10315354,47324,Hard Coral,82.5,67.5,80,72.5,75.625
10315354,61682,Fleshy Seaweed,5,15,15,7.5,10.625
10315355,47328,Hard Coral,45,32.5,45,70,48.125
10315355,61686,Nutrient Indicator Algae,0,0,0,0,0
10315356,47325,Hard Coral,67.5,35,65,60,56.875
10315356,61684,Fleshy Seaweed,7.5,20,10,7.5,11.25
10315357,47326,Hard Coral,60,65,70,55,62.5
10315357,61683,Fleshy Seaweed,5,5,5,5,5
10315358,47329,Hard Coral,52.5,52.5,57.5,60,55.625
10315358,61687,Nutrient Indicator Algae,0,0,0,0,0
10315359,47327,Hard Coral,47.5,55,57.5,47.5,51.875
10315359,61685,Nutrient Indicator Algae,0,0,0,0,0
10315360,47330,Hard Coral,70,57.5,52.5,62.5,60.625
10315360,61688,Nutrient Indicator Algae,0,0,0,0,0
10315361,47332,Hard Coral,67.5,82.5,57.5,65,68.125
10315361,61690,Nutrient Indicator Algae,0,0,0,0,0
10315362,47331,Hard Coral,62.5,57.5,60,65,61.25
10315362,61689,Nutrient Indicator Algae,0,0,0,0,0
10315363,47333,Hard Coral,50,57.5,50,52.5,52.5
10315363,61691,Fleshy Seaweed,0,0,0,0,0
10315364,47335,Hard Coral,47.5,52.5,52.5,37.5,47.5
10315364,61697,Fleshy Seaweed,0,0,0,0,0
10315365,47339,Hard Coral,52.5,55,50,45,50.625
10315365,61696,Nutrient Indicator Algae,0,0,0,0,0
10315366,47338,Hard Coral,75,60,57.5,47.5,60
10315366,61695,Nutrient Indicator Algae,0,0,0,0,0
10315367,47334,Hard Coral,55,57.5,52.5,45,52.5
10315367,61693,Nutrient Indicator Algae,0,0,0,0,0
10315368,47337,Hard Coral,52.5,77.5,52.5,55,59.375
10315368,61694,Nutrient Indicator Algae,0,0,0,0,0
10315369,47336,Hard Coral,67.5,80,60,60,66.875
10315369,61692,Fleshy Seaweed,0,0,0,0,0
10315370,47341,Hard Coral,45,30,32.5,40,36.875
10315370,61699,Nutrient Indicator Algae,0,0,0,0,0
10315371,47340,Hard Coral,55,35,25,30,36.25
10315371,61698,Nutrient Indicator Algae,0,0,0,0,0
10315372,47342,Hard Coral,52.5,32.5,50,52.5,46.875
10315372,61700,Fleshy Seaweed,17.5,20,5,10,13.125
10315373,47344,Hard Coral,72.5,62.5,72.5,75,70.625
10315373,61702,Fleshy Seaweed,2.5,0,5,0,1.875
10315374,47345,Hard Coral,65,62.5,77.5,80,71.25
10315374,61703,Fleshy Seaweed,20,22.5,7.5,5,13.75
10315375,47343,Hard Coral,32.5,57.5,55,40,46.25
10315375,61701,Fleshy Seaweed,15,2.5,2.5,10,7.5
10315376,47347,Hard Coral,55,67.5,55,45,55.625
10315376,61705,Nutrient Indicator Algae,0,0,0,0,0
10315377,47348,Hard Coral,25,47.5,32.5,40,36.25
10315377,61706,Fleshy Seaweed,7.5,15,7.5,10,10
10315378,47346,Hard Coral,32.5,62.5,55,52.5,50.625
10315378,61704,Fleshy Seaweed,12.5,10,5,2.5,7.5
10315379,47349,Hard Coral,52.5,47.5,57.5,57.5,53.75
10315379,61707,Nutrient Indicator Algae,0,0,0,0,0
10315380,47350,Hard Coral,35,30,32.5,47.5,36.25
10315380,61708,Nutrient Indicator Algae,0,0,0,0,0
10315381,47351,Hard Coral,45,70,65,57.5,59.375
10315381,61709,Nutrient Indicator Algae,0,0,0,0,0
10315382,47352,Hard Coral,57.5,77.5,67.5,55,64.375
10315382,61710,Nutrient Indicator Algae,0,0,0,0,0
10315383,47353,Hard Coral,57.5,42.5,27.5,37.5,41.25
10315383,61713,Nutrient Indicator Algae,0,0,0,0,0
10315384,47357,Hard Coral,25,55,47.5,32.5,40
10315384,61716,Nutrient Indicator Algae,0,0,0,0,0
10315385,47354,Hard Coral,25,35,20,20,25
10315385,61711,Nutrient Indicator Algae,0,0,0,0,0
10315386,47358,Hard Coral,40,30,10,30,27.5
10315386,61715,Nutrient Indicator Algae,0,0,0,0,0
10315387,47355,Hard Coral,22.5,47.5,45,47.5,40.625
10315387,61712,Fleshy Seaweed,17.5,17.5,10,22.5,16.875
10315388,47356,Hard Coral,30,37.5,30,35,33.125
10315388,61714,Fleshy Seaweed,5,5,7.5,5,5.625
10315389,47359,Hard Coral,40,60,50,57.5,51.875
10315389,61717,Nutrient Indicator Algae,0,0,0,0,0
10315390,47360,Hard Coral,57.5,77.5,55,50,60
10315390,61718,Nutrient Indicator Algae,0,0,0,0,0
10315391,47361,Hard Coral,62.5,67.5,80,72.5,70.625
10315391,61719,Nutrient Indicator Algae,0,0,0,0,0
10315392,47362,Hard Coral,72.5,87.5,92.5,52.5,76.25
10315392,61720,Nutrient Indicator Algae,0,0,2.5,17.5,5
10315393,47363,Hard Coral,62.5,70,77.5,45,63.75
10315393,61721,Nutrient Indicator Algae,0,2.5,5,5,3.125
10315394,47365,Hard Coral,80,77.5,52.5,62.5,68.125
10315394,61724,Nutrient Indicator Algae,10,0,5,12.5,6.875
10315395,47366,Hard Coral,47.5,25,15,25,28.125
10315395,61723,Nutrient Indicator Algae,30,50,55,22.5,39.375
10315396,47364,Hard Coral,57.5,35,27.5,47.5,41.875
10315396,61722,Nutrient Indicator Algae,27.5,22.5,25,22.5,24.375
10315397,47368,Hard Coral,32.5,22.5,32.5,27.5,28.75
10315397,61726,Nutrient Indicator Algae,5,0,0,0,1.25
10315398,47369,Hard Coral,42.5,22.5,17.5,15,24.375
10315398,61727,Nutrient Indicator Algae,7.5,0,0,0,1.875
10315399,47367,Hard Coral,37.5,32.5,45,20,33.75
10315399,61725,Nutrient Indicator Algae,2.5,0,0,0,0.625
10315400,47372,Hard Coral,30,47.5,27.5,45,37.5
10315400,61730,Nutrient Indicator Algae,65,45,70,55,58.75
10315401,47370,Hard Coral,37.5,42.5,37.5,65,45.625
10315401,61728,Nutrient Indicator Algae,47.5,52.5,52.5,30,45.625
10315402,47371,Hard Coral,40,32.5,35,30,34.375
10315402,61729,Nutrient Indicator Algae,30,35,25,30,30
10315403,47375,Hard Coral,30,30,22.5,32.5,28.75
10315403,61733,Nutrient Indicator Algae,0,0,2.5,0,0.625
10315404,47373,Hard Coral,22.5,22.5,30,35,27.5
10315404,61731,Nutrient Indicator Algae,0,5,15,2.5,5.625
10315405,47374,Hard Coral,22.5,25,30,27.5,26.25
10315405,61732,Nutrient Indicator Algae,0,0,2.5,0,0.625
10315406,47377,Hard Coral,45,32.5,47.5,35,40
10315406,61735,Nutrient Indicator Algae,37.5,55,20,42.5,38.75
10315407,47378,Hard Coral,42.5,27.5,37.5,37.5,36.25
10315407,61736,Nutrient Indicator Algae,25,25,25,27.5,25.625
10315408,47376,Hard Coral,42.5,32.5,50,32.5,39.375
10315408,61734,Nutrient Indicator Algae,25,40,15,35,28.75
10315409,47381,Hard Coral,37.5,50,50,25,40.625
10315409,61739,Nutrient Indicator Algae,2.5,7.5,0,0,2.5
10315410,47379,Hard Coral,25,22.5,27.5,25,25
10315410,61737,Nutrient Indicator Algae,2.5,7.5,0,0,2.5
10315411,47380,Hard Coral,20,20,30,30,25
10315411,61738,Nutrient Indicator Algae,0,0,0,0,0
10315412,47385,Hard Coral,37.5,37.5,65,55,48.75
10315412,61743,Nutrient Indicator Algae,0,0,0,0,0
10315413,47387,Hard Coral,37.5,37.5,57.5,80,53.125
10315413,61745,Nutrient Indicator Algae,0,0,0,0,0
10315414,47383,Hard Coral,45,55,72.5,87.5,65
10315414,61742,Nutrient Indicator Algae,0,0,0,0,0
10315415,47386,Hard Coral,50,42.5,67.5,75,58.75
10315415,61744,Nutrient Indicator Algae,0,0,0,0,0
10315416,47382,Hard Coral,57.5,35,57.5,72.5,55.625
10315416,61740,Nutrient Indicator Algae,0,0,0,0,0
10315417,47384,Hard Coral,32.5,22.5,35,45,33.75
10315417,61741,Nutrient Indicator Algae,10,2.5,5,0,4.375
10315418,47394,Hard Coral,7.5,10,5,20,10.625
10315418,61749,Nutrient Indicator Algae,0,0,0,0,0
10315419,47396,Hard Coral,10,17.5,5,5,9.375
10315419,61753,Nutrient Indicator Algae,0,0,0,0,0
10315420,47388,Hard Coral,22.5,17.5,12.5,20,18.125
10315420,61746,Nutrient Indicator Algae,7.5,15,25,0,11.875
10315421,47390,Hard Coral,2.5,5,2.5,5,3.75
10315421,61747,Nutrient Indicator Algae,0,0,0,0,0
10315422,47395,Hard Coral,15,20,27.5,22.5,21.25
10315422,61755,Nutrient Indicator Algae,2.5,7.5,2.5,0,3.125
10315423,47392,Hard Coral,20,5,7.5,12.5,11.25
10315423,61752,Nutrient Indicator Algae,0,0,0,0,0
10315424,47397,Hard Coral,10,7.5,5,5,6.875
10315424,61748,Nutrient Indicator Algae,0,0,2.5,0,0.625
10315425,47389,Hard Coral,12.5,10,2.5,12.5,9.375
10315425,61751,Nutrient Indicator Algae,0,0,0,0,0
10315426,47398,Hard Coral,17.5,5,5,10,9.375
10315426,61756,Nutrient Indicator Algae,0,0,0,0,0
10315427,47399,Hard Coral,7.5,10,0,10,6.875
10315427,61757,Nutrient Indicator Algae,0,0,0,0,0
10315428,47393,Hard Coral,10,7.5,2.5,12.5,8.125
10315428,61754,Nutrient Indicator Algae,0,0,0,0,0
10315429,47391,Hard Coral,12.5,15,7.5,22.5,14.375
10315429,61750,Nutrient Indicator Algae,0,0,0,0,0
10315430,47403,Hard Coral,80,55,67.5,55,64.375
10315430,61761,Nutrient Indicator Algae,0,0,0,2.5,0.625
10315431,47410,Hard Coral,70,45,50,52.5,54.375
10315431,61768,Nutrient Indicator Algae,0,0,0,0,0
10315432,47405,Hard Coral,65,45,50,55,53.75
10315432,61763,Nutrient Indicator Algae,0,0,0,0,0
10315433,47400,Hard Coral,67.5,47.5,52.5,50,54.375
10315433,61758,Nutrient Indicator Algae,0,0,0,2.5,0.625
10315434,47409,Hard Coral,75,55,50,55,58.75
10315434,61767,Nutrient Indicator Algae,0,0,0,0,0
10315435,47406,Hard Coral,55,50,62.5,62.5,57.5
10315435,61765,Nutrient Indicator Algae,0,0,0,0,0
10315436,47401,Hard Coral,42.5,35,45,35,39.375
10315436,61760,Nutrient Indicator Algae,0,0,0,0,0
10315437,47404,Hard Coral,67.5,55,52.5,55,57.5
10315437,61762,Nutrient Indicator Algae,0,0,0,0,0
10315438,47407,Hard Coral,30,25,52.5,45,38.125
10315438,61764,Nutrient Indicator Algae,0,0,0,0,0
10315439,47402,Hard Coral,67.5,60,70,72.5,67.5
10315439,61759,Nutrient Indicator Algae,0,0,0,0,0
10315440,47408,Hard Coral,55,40,60,52.5,51.875
10315440,61766,Nutrient Indicator Algae,0,0,0,0,0
10315441,47417,Hard Coral,57.5,37.5,30,2.5,31.875
10315441,61770,Nutrient Indicator Algae,0,0,0,0,0
10315442,47416,Hard Coral,30,27.5,22.5,5,21.25
10315442,61775,Nutrient Indicator Algae,0,0,0,0,0
10315443,47414,Hard Coral,45,30,32.5,15,30.625
10315443,61773,Nutrient Indicator Algae,0,0,0,0,0
10315444,47420,Hard Coral,42.5,25,35,2.5,26.25
10315444,61778,Nutrient Indicator Algae,0,0,0,0,0
10315445,47421,Hard Coral,27.5,37.5,40,15,30
10315445,61780,Nutrient Indicator Algae,0,0,0,0,0
10315446,47422,Hard Coral,40,22.5,27.5,12.5,25.625
10315446,61779,Nutrient Indicator Algae,0,0,0,0,0
10315447,47415,Hard Coral,47.5,25,32.5,12.5,29.375
10315447,61774,Nutrient Indicator Algae,0,0,0,0,0
10315448,47412,Hard Coral,27.5,60,35,27.5,37.5
10315448,61771,Nutrient Indicator Algae,0,0,0,0,0
10315449,47413,Hard Coral,42.5,42.5,25,10,30
10315449,61772,Nutrient Indicator Algae,0,0,0,0,0
10315450,47411,Hard Coral,32.5,15,17.5,5,17.5
10315450,61769,Nutrient Indicator Algae,0,0,0,0,0
10315451,47418,Hard Coral,25,15,20,2.5,15.625
10315451,61776,Nutrient Indicator Algae,0,0,0,0,0
10315452,47419,Hard Coral,0,35,37.5,50,30.625
10315452,61777,Nutrient Indicator Algae,0,0,0,0,0
10315453,47431,Hard Coral,75,77.5,40,60,63.125
10315453,61789,Nutrient Indicator Algae,0,0,0,0,0
10315454,47432,Hard Coral,7.5,7.5,5,2.5,5.625
10315454,61790,Nutrient Indicator Algae,0,0,0,0,0
10315455,47433,Hard Coral,5,12.5,5,2.5,6.25
10315455,61791,Nutrient Indicator Algae,0,0,0,0,0
10315456,47434,Hard Coral,5,7.5,5,5,5.625
10315456,61792,Nutrient Indicator Algae,0,0,0,0,0
10315457,47424,Hard Coral,12.5,7.5,5,5,7.5
10315457,61785,Nutrient Indicator Algae,0,0,0,20,5
10315458,47425,Hard Coral,17.5,15,7.5,7.5,11.875
10315458,61782,Nutrient Indicator Algae,5,5,20,32.5,15.625
10315459,47426,Hard Coral,5,7.5,0,17.5,7.5
10315459,61784,Nutrient Indicator Algae,70,67.5,55,27.5,55
10315460,47423,Hard Coral,7.5,5,2.5,12.5,6.875
10315460,61781,Nutrient Indicator Algae,60,72.5,60,60,63.125
10315461,47429,Hard Coral,5,7.5,7.5,17.5,9.375
10315461,61788,Nutrient Indicator Algae,77.5,67.5,32.5,40,54.375
10315462,47430,Hard Coral,10,10,15,15,12.5
10315462,61783,Nutrient Indicator Algae,25,20,20,25,22.5
10315463,47428,Hard Coral,10,15,27.5,15,16.875
10315463,61787,Nutrient Indicator Algae,0,0,0,0,0
10315464,47427,Hard Coral,7.5,10,2.5,5,6.25
10315464,61786,Nutrient Indicator Algae,0,0,0,0,0
10315465,47442,Hard Coral,2.5,7.5,10,17.5,9.375
10315465,61801,Nutrient Indicator Algae,0,0,0,0,0
10315466,47446,Hard Coral,2.5,0,2.5,7.5,3.125
10315466,61804,Nutrient Indicator Algae,10,32.5,0,0,10.625
10315467,47437,Hard Coral,5,5,2.5,10,5.625
10315467,61794,Nutrient Indicator Algae,7.5,22.5,7.5,0,9.375
10315468,47436,Hard Coral,0,2.5,0,7.5,2.5
10315468,61795,Nutrient Indicator Algae,5,17.5,0,0,5.625
10315469,47438,Hard Coral,2.5,7.5,5,10,6.25
10315469,61796,Nutrient Indicator Algae,0,2.5,2.5,0,1.25
10315470,47444,Hard Coral,0,0,0,10,2.5
10315470,61803,Nutrient Indicator Algae,25,32.5,0,0,14.375
10315471,47435,Hard Coral,2.5,2.5,0,0,1.25
10315471,61793,Nutrient Indicator Algae,0,0,0,0,0
10315472,47445,Hard Coral,5,2.5,2.5,0,2.5
10315472,61802,Nutrient Indicator Algae,0,0,0,0,0
10315473,47441,Hard Coral,0,2.5,2.5,7.5,3.125
10315473,61799,Nutrient Indicator Algae,0,0,0,0,0
10315474,47440,Hard Coral,0,2.5,0,2.5,1.25
10315474,61797,Nutrient Indicator Algae,0,0,0,0,0
10315475,47443,Hard Coral,0,0,2.5,12.5,3.75
10315475,61800,Nutrient Indicator Algae,0,0,0,0,0
10315476,47439,Hard Coral,45,30,32.5,15,30.625
10315476,61798,Nutrient Indicator Algae,0,0,0,0,0
10315477,47457,Hard Coral,30,5,5,12.5,13.125
10315477,61815,Nutrient Indicator Algae,0,0,0,0,0
10315478,47449,Hard Coral,37.5,37.5,15,32.5,30.625
10315478,61810,Nutrient Indicator Algae,0,2.5,2.5,0,1.25
10315479,47448,Hard Coral,45,20,10,22.5,24.375
10315479,61807,Nutrient Indicator Algae,0,0,0,0,0
10315480,47452,Hard Coral,45,25,17.5,25,28.125
10315480,61809,Nutrient Indicator Algae,12.5,10,0,7.5,7.5
10315481,47455,Hard Coral,20,17.5,7.5,12.5,14.375
10315481,61813,Nutrient Indicator Algae,0,0,0,0,0
10315482,47458,Hard Coral,30,12.5,7.5,12.5,15.625
10315482,61816,Nutrient Indicator Algae,0,0,0,0,0
10315483,47447,Hard Coral,25,7.5,2.5,12.5,11.875
10315483,61805,Nutrient Indicator Algae,0,0,0,0,0
10315484,47451,Hard Coral,20,7.5,7.5,2.5,9.375
10315484,61808,Nutrient Indicator Algae,0,0,0,0,0
10315485,47453,Hard Coral,37.5,15,17.5,22.5,23.125
10315485,61811,Nutrient Indicator Algae,0,5,0,7.5,3.125
10315486,47456,Hard Coral,50,27.5,25,20,30.625
10315486,61814,Nutrient Indicator Algae,0,0,0,2.5,0.625
10315487,47450,Hard Coral,35,20,10,25,22.5
10315487,61806,Nutrient Indicator Algae,0,2.5,0,2.5,1.25
10315488,47454,Hard Coral,20,12.5,5,12.5,12.5
10315488,61812,Nutrient Indicator Algae,0,0,0,0,0
10315489,47464,Hard Coral,17.5,20,20,22.5,20
10315489,61822,Nutrient Indicator Algae,40,57.5,50,50,49.375
10315490,47460,Hard Coral,32.5,20,12.5,12.5,19.375
10315490,61821,Nutrient Indicator Algae,30,45,35,67.5,44.375
10315491,47465,Hard Coral,25,15,25,10,18.75
10315491,61818,Nutrient Indicator Algae,32.5,45,27.5,42.5,36.875
10315492,47461,Hard Coral,27.5,10,15,7.5,15
10315492,61820,Nutrient Indicator Algae,10,30,22.5,27.5,22.5
10315493,47466,Hard Coral,12.5,25,12.5,10,15
10315493,61824,Nutrient Indicator Algae,47.5,45,67.5,57.5,54.375
10315494,47462,Hard Coral,25,17.5,27.5,12.5,20.625
10315494,61819,Nutrient Indicator Algae,35,37.5,32.5,60,41.25
10315495,47463,Hard Coral,12.5,17.5,7.5,12.5,12.5
10315495,61823,Nutrient Indicator Algae,30,50,57.5,42.5,45
10315496,47459,Hard Coral,22.5,17.5,17.5,10,16.875
10315496,61817,Nutrient Indicator Algae,32.5,62.5,50,60,51.25
10315497,47468,Hard Coral,32.5,42.5,27.5,22.5,31.25
10315497,61826,Nutrient Indicator Algae,0,0,0,0,0
10315498,47467,Hard Coral,10,5,27.5,15,14.375
10315498,61825,Nutrient Indicator Algae,37.5,52.5,35,50,43.75
10315499,47469,Hard Coral,52.5,20,42.5,10,31.25
10315499,61828,Nutrient Indicator Algae,0,0,0,0,0
10315500,47476,Hard Coral,42.5,45,20,20,31.875
10315500,61835,Nutrient Indicator Algae,0,0,0,0,0
10315501,47472,Hard Coral,35,25,20,25,26.25
10315501,61831,Nutrient Indicator Algae,2.5,7.5,0,0,2.5
10315502,47470,Hard Coral,45,20,25,20,27.5
10315502,61827,Nutrient Indicator Algae,0,0,0,0,0
10315503,47474,Hard Coral,22.5,10,25,12.5,17.5
10315503,61833,Nutrient Indicator Algae,0,0,0,0,0
10315504,47475,Hard Coral,47.5,15,30,12.5,26.25
10315504,61834,Nutrient Indicator Algae,0,0,0,0,0
10315505,47478,Hard Coral,37.5,20,45,15,29.375
10315505,61836,Nutrient Indicator Algae,0,0,0,0,0
10315506,47471,Hard Coral,45,15,37.5,17.5,28.75
10315506,61829,Nutrient Indicator Algae,0,0,5,12.5,4.375
10315508,47477,Hard Coral,32.5,22.5,22.5,27.5,26.25
10315508,61832,Nutrient Indicator Algae,15,2.5,7.5,2.5,6.875
10315509,47473,Hard Coral,30,15,30,10,21.25
10315509,61830,Nutrient Indicator Algae,0,0,0,0,0
10315510,47479,Hard Coral,37.5,25,37.5,10,27.5
10315510,61837,Nutrient Indicator Algae,0,0,0,0,0
10315511,47481,Hard Coral,30,25,22.5,22.5,25
10315511,61838,Nutrient Indicator Algae,7.5,0,0,2.5,2.5
10315512,47480,Hard Coral,47.5,40,37.5,25,37.5
10315512,61840,Nutrient Indicator Algae,5,0,5,5,3.75
10315513,47482,Hard Coral,50,52.5,25,30,39.375
10315513,61839,Nutrient Indicator Algae,0,0,2.5,0,0.625
10315514,47485,Hard Coral,50,22.5,32.5,27.5,33.125
10315514,61843,Nutrient Indicator Algae,7.5,5,0,2.5,3.75
10315515,47483,Hard Coral,40,20,27.5,35,30.625
10315515,61841,Nutrient Indicator Algae,12.5,10,5,7.5,8.75
10315516,47484,Hard Coral,37.5,22.5,32.5,35,31.875
10315516,61842,Nutrient Indicator Algae,20,10,2.5,7.5,10
10315517,47486,Hard Coral,35,57.5,52.5,52.5,49.375
10315517,61844,Nutrient Indicator Algae,17.5,15,27.5,32.5,23.125
10315518,47487,Hard Coral,50,60,67.5,70,61.875
10315518,61845,Nutrient Indicator Algae,40,40,25,27.5,33.125
10315519,47488,Hard Coral,32.5,45,42.5,42.5,40.625
10315519,61846,Nutrient Indicator Algae,10,22.5,27.5,32.5,23.125
10315520,47490,Hard Coral,27.5,25,22.5,7.5,20.625
10315520,61848,Nutrient Indicator Algae,5,7.5,25,25,15.625
10315521,47491,Hard Coral,15,17.5,12.5,7.5,13.125
10315521,61849,Nutrient Indicator Algae,17.5,7.5,22.5,12.5,15
10315522,47489,Hard Coral,25,20,30,17.5,23.125
10315522,61847,Nutrient Indicator Algae,5,20,17.5,40,20.625
10315523,47493,Hard Coral,40,10,30,27.5,26.875
10315523,61851,Nutrient Indicator Algae,25,52.5,30,45,38.125
10315524,47494,Hard Coral,22.5,25,15,20,20.625
10315524,61852,Nutrient Indicator Algae,17.5,5,20,32.5,18.75
10315525,47492,Hard Coral,0,0,2.5,0,0.625
10315525,61850,Nutrient Indicator Algae,5,5,10,17.5,9.375
10315526,47495,Hard Coral,57.5,50,55,75,59.375
10315526,61853,Nutrient Indicator Algae,2.5,5,5,2.5,3.75
10315527,47497,Hard Coral,70,65,50,67.5,63.125
10315527,61855,Nutrient Indicator Algae,5,0,7.5,2.5,3.75
10315528,47496,Hard Coral,75,70,62.5,70,69.375
10315528,61854,Nutrient Indicator Algae,5,12.5,12.5,7.5,9.375
10315529,47504,Hard Coral,12.5,5,12.5,15,11.25
10315529,61862,Nutrient Indicator Algae,2.5,2.5,0,0,1.25
10315530,47500,Hard Coral,7.5,10,25,12.5,13.75
10315530,61859,Nutrient Indicator Algae,0,5,2.5,0,1.875
10315531,47502,Hard Coral,7.5,10,17.5,15,12.5
10315531,61860,Nutrient Indicator Algae,7.5,0,0,0,1.875
10315532,47499,Hard Coral,7.5,10,12.5,15,11.25
10315532,61861,Nutrient Indicator Algae,17.5,15,12.5,10,13.75
10315533,47507,Hard Coral,10,37.5,17.5,5,17.5
10315533,61866,Nutrient Indicator Algae,0,0,0,0,0
10315534,47509,Hard Coral,2.5,2.5,5,0,2.5
10315534,61867,Nutrient Indicator Algae,0,0,0,0,0
10315535,47505,Hard Coral,5,5,2.5,10,5.625
10315535,61863,Nutrient Indicator Algae,0,0,0,0,0
10315536,47501,Hard Coral,7.5,5,2.5,5,5
10315536,61858,Nutrient Indicator Algae,0,0,5,0,1.25
10315537,47503,Hard Coral,10,15,17.5,7.5,12.5
10315537,61857,Nutrient Indicator Algae,10,0,7.5,10,6.875
10315538,47506,Hard Coral,12.5,20,2.5,20,13.75
10315538,61864,Nutrient Indicator Algae,0,0,0,0,0
10315539,47508,Hard Coral,5,7.5,12.5,0,6.25
10315539,61865,Nutrient Indicator Algae,0,0,0,0,0
10315540,47498,Hard Coral,2.5,10,27.5,15,13.75
10315540,61856,Nutrient Indicator Algae,2.5,0,2.5,0,1.25
10315541,47517,Hard Coral,70,40,22.5,60,48.125
10315541,61875,Nutrient Indicator Algae,2.5,0,2.5,0,1.25
10315542,47512,Hard Coral,85,52.5,27.5,55,55
10315542,61871,Nutrient Indicator Algae,0,0,0,0,0
10315543,47514,Hard Coral,50,42.5,35,50,44.375
10315543,61874,Nutrient Indicator Algae,7.5,7.5,2.5,0,4.375
10315544,47516,Hard Coral,50,30,27.5,52.5,40
10315544,61869,Nutrient Indicator Algae,0,0,0,0,0
10315545,47510,Hard Coral,45,40,0,52.5,34.375
10315545,61868,Nutrient Indicator Algae,0,0,0,0,0
10315546,47513,Hard Coral,62.5,45,7.5,47.5,40.625
10315546,61873,Nutrient Indicator Algae,0,0,0,0,0
10315547,47511,Hard Coral,72.5,30,27.5,47.5,44.375
10315547,61872,Nutrient Indicator Algae,10,22.5,12.5,22.5,16.875
10315548,47515,Hard Coral,57.5,40,22.5,57.5,44.375
10315548,61870,Nutrient Indicator Algae,0,0,0,2.5,0.625
10315549,47524,Hard Coral,30,37.5,35,25,31.875
10315549,61884,Nutrient Indicator Algae,0,0,0,0,0
10315550,47520,Hard Coral,30,42.5,42.5,45,40
10315550,61880,Nutrient Indicator Algae,2.5,0,2.5,2.5,1.875
10315551,47522,Hard Coral,35,35,35,47.5,38.125
10315551,61881,Nutrient Indicator Algae,2.5,0,0,0,0.625
10315552,47519,Hard Coral,27.5,42.5,32.5,40,35.625
10315552,61877,Nutrient Indicator Algae,0,0,0,0,0
10315553,47518,Hard Coral,27.5,35,42.5,47.5,38.125
10315553,61876,Nutrient Indicator Algae,0,0,0,0,0
10315554,47527,Hard Coral,25,37.5,30,35,31.875
10315554,61886,Nutrient Indicator Algae,0,0,0,2.5,0.625
10315555,47521,Hard Coral,15,27.5,22.5,27.5,23.125
10315555,61878,Nutrient Indicator Algae,0,0,0,0,0
10315556,47526,Hard Coral,25,25,27.5,25,25.625
10315556,61879,Nutrient Indicator Algae,0,0,0,0,0
10315557,47525,Hard Coral,35,40,35,35,36.25
